index,SEND_SPG_INNB,REC_SPG_INNB,DL_GD_LCLS_NM,DL_GD_MCLS_NM,INVC_CONT
27405,5011000000000000.0,2714000000000000.0,식품,음료,3
27406,5011000000000000.0,2914000000000000.0,식품,농산물,3
27407,5011000000000000.0,4139000000000000.0,식품,농산물,5
27408,5011000000000000.0,3011000000000000.0,식품,농산물,9
27409,5013000000000000.0,4113300000000000.0,식품,농산물,8
27410,5013000000000000.0,4128100000000000.0,식품,농산물,3
27411,5013000000000000.0,4833000000000000.0,식품,농산물,3
27412,5013000000000000.0,4111500000000000.0,식품,농산물,6
27413,5013000000000000.0,4150000000000000.0,식품,농산물,31
27414,5013000000000000.0,3111000000000000.0,식품,농산물,6
27415,5013000000000000.0,1117000000000000.0,식품,농산물,3
27416,5013000000000000.0,1162000000000000.0,식품,농산물,4
27417,5013000000000000.0,1171000000000000.0,식품,농산물,3
27418,5013000000000000.0,2632000000000000.0,식품,농산물,3
27419,5013000000000000.0,2917000000000000.0,식품,농산물,3
27420,5013000000000000.0,1150000000000000.0,식품,농산물,4
27421,5013000000000000.0,1132000000000000.0,식품,농산물,4
27422,5013000000000000.0,4128500000000000.0,식품,농산물,5
27423,5013000000000000.0,2824500000000000.0,식품,농산물,3
27424,5013000000000000.0,4131000000000000.0,식품,농산물,5
27425,5013000000000000.0,4711100000000000.0,식품,농산물,3
27426,5013000000000000.0,4728000000000000.0,식품,농산물,10
27427,5013000000000000.0,1114000000000000.0,식품,농산물,3
27428,5013000000000000.0,1117000000000000.0,식품,농산물,3
27429,5013000000000000.0,1120000000000000.0,식품,농산물,3
27430,5013000000000000.0,1126000000000000.0,식품,농산물,3
27431,5013000000000000.0,1132000000000000.0,식품,농산물,3
27432,5013000000000000.0,1144000000000000.0,식품,농산물,5
27433,5013000000000000.0,1150000000000000.0,식품,농산물,3
27434,5013000000000000.0,1156000000000000.0,식품,농산물,6
27435,5013000000000000.0,1162000000000000.0,식품,농산물,3
27436,5013000000000000.0,1162000000000000.0,식품,농산물,4
27437,5013000000000000.0,1165000000000000.0,식품,농산물,3
27438,5013000000000000.0,1165000000000000.0,식품,농산물,3
27439,5013000000000000.0,1168000000000000.0,식품,농산물,3
27440,5013000000000000.0,1174000000000000.0,식품,농산물,3
27441,5013000000000000.0,2647000000000000.0,식품,농산물,3
27442,5013000000000000.0,2820000000000000.0,식품,농산물,3
27443,5013000000000000.0,2824500000000000.0,식품,농산물,3
27444,5013000000000000.0,4113100000000000.0,식품,농산물,4
27445,5013000000000000.0,4113500000000000.0,식품,농산물,3
27446,5013000000000000.0,4117100000000000.0,식품,농산물,3
27447,5013000000000000.0,4117100000000000.0,식품,농산물,4
27448,5013000000000000.0,4122000000000000.0,식품,농산물,3
27449,5013000000000000.0,4122000000000000.0,식품,농산물,3
27450,5013000000000000.0,4136000000000000.0,식품,농산물,3
27451,5013000000000000.0,4311300000000000.0,식품,농산물,3
27452,5013000000000000.0,4415000000000000.0,식품,농산물,3
27453,5013000000000000.0,4729000000000000.0,식품,농산물,3
27454,5013000000000000.0,2818500000000000.0,식품,농산물,3
27455,5013000000000000.0,1117000000000000.0,식품,농산물,3
27456,5013000000000000.0,2729000000000000.0,식품,농산물,3
27457,5013000000000000.0,4157000000000000.0,식품,농산물,3
27458,5013000000000000.0,4215000000000000.0,식품,농산물,3
27459,5013000000000000.0,4427000000000000.0,식품,농산물,5
27460,5013000000000000.0,4511300000000000.0,식품,농산물,3
27461,5013000000000000.0,4611000000000000.0,식품,농산물,3
27462,5013000000000000.0,4113500000000000.0,식품,농산물,3
27463,5013000000000000.0,1138000000000000.0,식품,농산물,4
27464,5013000000000000.0,4511100000000000.0,식품,농산물,4
27465,5013000000000000.0,1168000000000000.0,식품,농산물,3
27466,5013000000000000.0,4311100000000000.0,식품,농산물,3
27467,5013000000000000.0,2820000000000000.0,식품,기타식품,4
27468,5013000000000000.0,1123000000000000.0,식품,농산물,3
27469,5013000000000000.0,1171000000000000.0,식품,농산물,5
27470,5013000000000000.0,4679000000000000.0,식품,농산물,3
27471,5013000000000000.0,1123000000000000.0,식품,농산물,3
27472,5013000000000000.0,1129000000000000.0,식품,농산물,3
27473,5013000000000000.0,1138000000000000.0,식품,농산물,4
27474,5013000000000000.0,1159000000000000.0,식품,농산물,3
27475,5013000000000000.0,1168000000000000.0,식품,농산물,4
27476,5013000000000000.0,4113500000000000.0,식품,농산물,3
27477,5013000000000000.0,4136000000000000.0,식품,농산물,3
27478,5013000000000000.0,4137000000000000.0,식품,농산물,3
27479,5013000000000000.0,4157000000000000.0,식품,농산물,4
27480,5013000000000000.0,4163000000000000.0,식품,농산물,3
27481,5013000000000000.0,4611000000000000.0,식품,농산물,5
27482,5013000000000000.0,4611000000000000.0,식품,농산물,4
27483,5013000000000000.0,4812900000000000.0,식품,농산물,3
27484,5013000000000000.0,4833000000000000.0,식품,농산물,4
27485,5013000000000000.0,4139000000000000.0,식품,농산물,3
27486,5013000000000000.0,2826000000000000.0,식품,농산물,5
27487,5013000000000000.0,4812100000000000.0,식품,농산물,3
27488,5013000000000000.0,2914000000000000.0,식품,농산물,3
27489,5013000000000000.0,2817000000000000.0,식품,농산물,6
27490,5013000000000000.0,2626000000000000.0,식품,농산물,3
27491,5013000000000000.0,4413100000000000.0,식품,농산물,3
27492,5013000000000000.0,2632000000000000.0,식품,농산물,3
27493,5013000000000000.0,4688000000000000.0,식품,농산물,5
27494,5013000000000000.0,4831000000000000.0,식품,농산물,6
27495,5013000000000000.0,2653000000000000.0,식품,농산물,3
27496,5013000000000000.0,4146300000000000.0,식품,농산물,6
27497,5013000000000000.0,4148000000000000.0,식품,농산물,4
27498,5013000000000000.0,4159000000000000.0,식품,농산물,6
27499,5013000000000000.0,4511100000000000.0,식품,농산물,3
27500,5013000000000000.0,4613000000000000.0,식품,농산물,3
27501,5013000000000000.0,2823700000000000.0,식품,농산물,4
27502,5013000000000000.0,1129000000000000.0,식품,농산물,4
27503,5013000000000000.0,4155000000000000.0,식품,농산물,3
27504,5013000000000000.0,4518000000000000.0,식품,농산물,3
27505,5013000000000000.0,2671000000000000.0,식품,농산물,3
27506,5013000000000000.0,4157000000000000.0,식품,농산물,5
27507,5013000000000000.0,4513000000000000.0,식품,과자,4
27508,5013000000000000.0,1165000000000000.0,식품,농산물,3
27509,5013000000000000.0,1171000000000000.0,식품,농산물,3
27510,5013000000000000.0,2820000000000000.0,식품,농산물,4
27511,5013000000000000.0,4146500000000000.0,식품,농산물,3
27512,5013000000000000.0,4159000000000000.0,식품,농산물,4
27513,5013000000000000.0,4159000000000000.0,식품,농산물,3
27514,5013000000000000.0,4213000000000000.0,식품,농산물,3
27515,5013000000000000.0,4278000000000000.0,식품,농산물,3
27516,5013000000000000.0,4413300000000000.0,식품,농산물,6
27517,5013000000000000.0,4885000000000000.0,식품,농산물,3
27518,5013000000000000.0,4790000000000000.0,식품,농산물,34
27519,5013000000000000.0,1171000000000000.0,식품,농산물,18
27520,5013000000000000.0,1123000000000000.0,식품,농산물,3
27521,5013000000000000.0,1135000000000000.0,식품,농산물,7
27522,5013000000000000.0,4111500000000000.0,식품,농산물,4
27523,5013000000000000.0,4831000000000000.0,식품,농산물,3
27524,5013000000000000.0,1144000000000000.0,식품,농산물,3
27525,5013000000000000.0,2820000000000000.0,식품,농산물,3
27526,5013000000000000.0,4785000000000000.0,패션의류,기타패션의류,3
27527,5013000000000000.0,4413100000000000.0,식품,농산물,3
27528,5013000000000000.0,1138000000000000.0,식품,농산물,3
27529,5013000000000000.0,2638000000000000.0,식품,농산물,4
27530,5013000000000000.0,4313000000000000.0,식품,농산물,10
27531,5013000000000000.0,4825000000000000.0,식품,농산물,4
27532,1114000000000000.0,5011000000000000.0,식품,축산,4
27533,1117000000000000.0,5011000000000000.0,디지털/가전,기타디지털/가전,3
27534,1120000000000000.0,5011000000000000.0,생활/건강,반려동물,5
27535,1120000000000000.0,5013000000000000.0,생활/건강,문구/사무용품,6
27536,1135000000000000.0,5013000000000000.0,생활/건강,반려동물,4
27537,2632000000000000.0,5011000000000000.0,생활/건강,주방용품,3
27538,2644000000000000.0,5011000000000000.0,식품,수산,5
27539,2729000000000000.0,5011000000000000.0,생활/건강,건강용품,9
27540,2823700000000000.0,5011000000000000.0,식품,기타식품,10
27541,2826000000000000.0,5011000000000000.0,생활/건강,건강용품,4
27542,2826000000000000.0,5011000000000000.0,식품,건강식품,3
27543,2920000000000000.0,5011000000000000.0,식품,건강식품,3
27544,3020000000000000.0,5011000000000000.0,생활/건강,주방용품,3
27545,3023000000000000.0,5011000000000000.0,생활/건강,건강용품,42
27546,3171000000000000.0,5011000000000000.0,식품,건강식품,4
27547,4117100000000000.0,5011000000000000.0,패션의류,기타패션의류,3
27548,4119900000000000.0,5011000000000000.0,패션의류,상의,3
27549,4127100000000000.0,5013000000000000.0,생활/건강,주방용품,3
27550,4127300000000000.0,5011000000000000.0,패션의류,상의,25
27551,4136000000000000.0,5013000000000000.0,식품,농산물,4
27552,4136000000000000.0,5011000000000000.0,생활/건강,반려동물,3
27553,4136000000000000.0,5011000000000000.0,생활/건강,반려동물,6
27554,4136000000000000.0,5013000000000000.0,생활/건강,반려동물,3
27555,4141000000000000.0,5011000000000000.0,생활/건강,주방용품,3
27556,4143000000000000.0,5011000000000000.0,생활/건강,주방용품,10
27557,4146100000000000.0,5011000000000000.0,생활/건강,문구/사무용품,5
27558,4146100000000000.0,5011000000000000.0,생활/건강,문구/사무용품,10
27559,4146100000000000.0,5013000000000000.0,생활/건강,문구/사무용품,9
27560,4148000000000000.0,5011000000000000.0,여행/문화,문화컨텐츠,8
27561,4148000000000000.0,5011000000000000.0,여행/문화,문화컨텐츠,3
27562,4148000000000000.0,5013000000000000.0,여행/문화,문화컨텐츠,3
27563,4148000000000000.0,5013000000000000.0,여행/문화,문화컨텐츠,3
27564,4148000000000000.0,5011000000000000.0,여행/문화,문화컨텐츠,4
27565,4148000000000000.0,5013000000000000.0,여행/문화,문화컨텐츠,3
27566,4148000000000000.0,5013000000000000.0,생활/건강,음반,3
27567,4150000000000000.0,5011000000000000.0,생활/건강,생활용품,4
27568,4157000000000000.0,5011000000000000.0,식품,가공식품,6
27569,4157000000000000.0,5011000000000000.0,식품,과자,3
27570,4157000000000000.0,5011000000000000.0,식품,냉동/간편조리식품,5
27571,4157000000000000.0,5011000000000000.0,식품,음료,3
27572,4159000000000000.0,5011000000000000.0,식품,가공식품,3
27573,4159000000000000.0,5011000000000000.0,생활/건강,생활용품,10
27574,4159000000000000.0,5011000000000000.0,식품,과자,3
27575,4159000000000000.0,5013000000000000.0,생활/건강,생활용품,3
27576,4161000000000000.0,5011000000000000.0,생활/건강,주방용품,3
27577,4161000000000000.0,5011000000000000.0,생활/건강,건강용품,4
27578,4161000000000000.0,5013000000000000.0,식품,음료,4
27579,4165000000000000.0,5011000000000000.0,식품,음료,5
27580,4413100000000000.0,5011000000000000.0,식품,건강식품,3
27581,4420000000000000.0,5011000000000000.0,화장품/미용,스킨케어,6
27582,4511300000000000.0,5011000000000000.0,패션의류,상의,4
27583,4511300000000000.0,5013000000000000.0,식품,건강식품,22
27584,4514000000000000.0,5011000000000000.0,식품,농산물,3
27585,4687000000000000.0,5013000000000000.0,식품,수산,16
27586,4715000000000000.0,5013000000000000.0,식품,음료,3
27587,5011000000000000.0,1114000000000000.0,식품,농산물,7
27588,5011000000000000.0,1129000000000000.0,식품,농산물,3
27589,5011000000000000.0,1135000000000000.0,식품,농산물,3
27590,5011000000000000.0,1135000000000000.0,식품,농산물,3
27591,5011000000000000.0,1135000000000000.0,식품,농산물,3
27592,5011000000000000.0,1144000000000000.0,식품,농산물,3
27593,5011000000000000.0,1154500000000000.0,식품,농산물,5
27594,5011000000000000.0,1159000000000000.0,식품,농산물,7
27595,5011000000000000.0,1168000000000000.0,식품,농산물,4
27596,5011000000000000.0,2617000000000000.0,식품,농산물,9
27597,5011000000000000.0,2620000000000000.0,식품,농산물,4
27598,5011000000000000.0,2726000000000000.0,식품,농산물,3
27599,5011000000000000.0,2817000000000000.0,식품,농산물,3
27600,5011000000000000.0,2818500000000000.0,식품,농산물,3
27601,5011000000000000.0,4111500000000000.0,식품,농산물,25
27602,5011000000000000.0,4113100000000000.0,식품,농산물,9
27603,5011000000000000.0,4113500000000000.0,식품,농산물,3
27604,5011000000000000.0,4113500000000000.0,식품,농산물,3
27605,5011000000000000.0,4117300000000000.0,식품,농산물,3
27606,5011000000000000.0,4119700000000000.0,식품,농산물,3
27607,5011000000000000.0,4128500000000000.0,식품,농산물,4
27608,5011000000000000.0,4128700000000000.0,식품,농산물,3
27609,5011000000000000.0,4136000000000000.0,식품,농산물,3
27610,5011000000000000.0,4146100000000000.0,식품,농산물,3
27611,5011000000000000.0,4155000000000000.0,식품,농산물,4
27612,5011000000000000.0,4161000000000000.0,식품,농산물,4
27613,5011000000000000.0,4161000000000000.0,식품,농산물,3
27614,5011000000000000.0,4163000000000000.0,식품,농산물,5
27615,5011000000000000.0,4215000000000000.0,식품,농산물,81
27616,5011000000000000.0,4223000000000000.0,식품,농산물,3
27617,5011000000000000.0,4276000000000000.0,식품,농산물,3
27618,5011000000000000.0,4413300000000000.0,식품,농산물,5
27619,5011000000000000.0,4511100000000000.0,식품,농산물,3
27620,5011000000000000.0,4511100000000000.0,식품,농산물,3
27621,5011000000000000.0,4511100000000000.0,식품,농산물,3
27622,5011000000000000.0,4513000000000000.0,식품,농산물,3
27623,5011000000000000.0,4613000000000000.0,식품,농산물,3
27624,5011000000000000.0,4615000000000000.0,식품,농산물,3
27625,5011000000000000.0,4623000000000000.0,식품,농산물,8
27626,5011000000000000.0,4673000000000000.0,식품,농산물,5
27627,5011000000000000.0,4679000000000000.0,식품,농산물,3
27628,5011000000000000.0,4681000000000000.0,식품,농산물,3
27629,5011000000000000.0,4691000000000000.0,식품,농산물,4
27630,5011000000000000.0,4825000000000000.0,식품,농산물,3
27631,5011000000000000.0,4831000000000000.0,식품,농산물,3
27632,5011000000000000.0,4812700000000000.0,식품,농산물,5
27633,5011000000000000.0,4421000000000000.0,식품,농산물,5
27634,5011000000000000.0,4215000000000000.0,식품,음료,4
27635,5011000000000000.0,1168000000000000.0,식품,농산물,5
27636,5011000000000000.0,2635000000000000.0,식품,농산물,3
27637,5011000000000000.0,2920000000000000.0,식품,농산물,3
27638,5011000000000000.0,4128700000000000.0,식품,농산물,3
27639,5011000000000000.0,4128700000000000.0,식품,농산물,4
27640,5011000000000000.0,4143000000000000.0,식품,농산물,3
27641,5011000000000000.0,4157000000000000.0,식품,농산물,5
27642,5011000000000000.0,4729000000000000.0,식품,농산물,3
27643,5011000000000000.0,1171000000000000.0,식품,축산,8
27644,5011000000000000.0,1141000000000000.0,식품,농산물,3
27645,5011000000000000.0,1171000000000000.0,식품,농산물,3
27646,5011000000000000.0,2714000000000000.0,식품,농산물,5
27647,5011000000000000.0,2823700000000000.0,식품,농산물,3
27648,5011000000000000.0,2920000000000000.0,식품,농산물,4
27649,5011000000000000.0,4145000000000000.0,식품,농산물,5
27650,5011000000000000.0,4615000000000000.0,식품,농산물,5
27651,5011000000000000.0,2826000000000000.0,생활/건강,주방용품,4
27652,5011000000000000.0,4481000000000000.0,식품,음료,3
27653,5011000000000000.0,4678000000000000.0,식품,농산물,6
27654,5011000000000000.0,4773000000000000.0,식품,농산물,3
27655,5011000000000000.0,2650000000000000.0,패션의류,기타패션의류,3
27656,5011000000000000.0,2817000000000000.0,식품,농산물,4
27657,5011000000000000.0,2641000000000000.0,식품,기타식품,3
27658,5011000000000000.0,4725000000000000.0,식품,농산물,10
27659,5011000000000000.0,2714000000000000.0,식품,농산물,3
27660,5011000000000000.0,2620000000000000.0,식품,축산,3
27661,5011000000000000.0,3171000000000000.0,식품,수산,11
27662,5011000000000000.0,4115000000000000.0,식품,수산,3
27663,5011000000000000.0,4421000000000000.0,식품,농산물,4
27664,5011000000000000.0,1121500000000000.0,식품,농산물,3
27665,5011000000000000.0,5011000000000000.0,식품,농산물,4
27666,5011000000000000.0,4311300000000000.0,식품,기타식품,3
27667,5011000000000000.0,4121000000000000.0,식품,농산물,3
27668,5011000000000000.0,4213000000000000.0,식품,음료,5
27669,5011000000000000.0,4113500000000000.0,식품,농산물,3
27670,5011000000000000.0,4822000000000000.0,식품,농산물,4
27671,5011000000000000.0,4511100000000000.0,식품,음료,3
27672,5011000000000000.0,4615000000000000.0,식품,농산물,4
27673,5011000000000000.0,3023000000000000.0,식품,농산물,4
27674,5011000000000000.0,2635000000000000.0,식품,농산물,3
27675,5011000000000000.0,4511300000000000.0,식품,농산물,10
27676,5011000000000000.0,1111000000000000.0,식품,농산물,3
27677,5011000000000000.0,1120000000000000.0,식품,농산물,4
27678,5011000000000000.0,2632000000000000.0,식품,농산물,3
27679,5011000000000000.0,2818500000000000.0,식품,농산물,3
27680,5011000000000000.0,2632000000000000.0,식품,수산,3
27681,5011000000000000.0,4884000000000000.0,식품,농산물,3
27682,5011000000000000.0,4122000000000000.0,식품,농산물,3
27683,5011000000000000.0,4812100000000000.0,식품,축산,28
27684,5011000000000000.0,1129000000000000.0,생활/건강,음반,4
27685,5011000000000000.0,1144000000000000.0,생활/건강,음반,3
27686,5011000000000000.0,1159000000000000.0,생활/건강,음반,5
27687,5011000000000000.0,2726000000000000.0,생활/건강,음반,3
27688,5011000000000000.0,3020000000000000.0,생활/건강,음반,4
27689,5011000000000000.0,4127300000000000.0,생활/건강,음반,6
27690,5011000000000000.0,4782000000000000.0,생활/건강,음반,3
27691,5011000000000000.0,3011000000000000.0,식품,농산물,3
27692,5011000000000000.0,4420000000000000.0,식품,농산물,22
27693,5011000000000000.0,1129000000000000.0,식품,농산물,3
27694,5011000000000000.0,4825000000000000.0,식품,농산물,3
27695,5011000000000000.0,2811000000000000.0,식품,농산물,5
27696,5011000000000000.0,4111700000000000.0,식품,농산물,3
27697,5011000000000000.0,4122000000000000.0,식품,농산물,3
27698,5011000000000000.0,4128500000000000.0,식품,농산물,3
27699,5011000000000000.0,4131000000000000.0,식품,농산물,3
27700,5011000000000000.0,4119500000000000.0,식품,냉동/간편조리식품,3
27701,5011000000000000.0,4833000000000000.0,식품,농산물,3
27702,5011000000000000.0,4519000000000000.0,식품,농산물,4
27703,5011000000000000.0,2914000000000000.0,식품,농산물,10
27704,5011000000000000.0,4167000000000000.0,식품,음료,4
27705,5011000000000000.0,4129000000000000.0,식품,농산물,3
27706,5011000000000000.0,3017000000000000.0,식품,농산물,7
27707,5011000000000000.0,2714000000000000.0,식품,농산물,3
27708,5011000000000000.0,4146500000000000.0,식품,농산물,4
27709,5011000000000000.0,4827000000000000.0,식품,음료,3
27710,5011000000000000.0,1156000000000000.0,식품,농산물,3
27711,5011000000000000.0,4711100000000000.0,식품,농산물,3
27712,5011000000000000.0,4146100000000000.0,식품,농산물,3
27713,5013000000000000.0,4376000000000000.0,식품,농산물,7
27714,5013000000000000.0,2823700000000000.0,식품,농산물,4
27715,5013000000000000.0,4514000000000000.0,식품,농산물,3
27716,5013000000000000.0,4793000000000000.0,식품,농산물,4
27717,5013000000000000.0,3017000000000000.0,식품,농산물,3
27718,5013000000000000.0,3120000000000000.0,식품,농산물,3
27719,5013000000000000.0,4119700000000000.0,식품,농산물,6
27720,5013000000000000.0,1121500000000000.0,식품,농산물,5
27721,5013000000000000.0,4163000000000000.0,식품,건강식품,3
27722,5013000000000000.0,4137000000000000.0,식품,농산물,3
27723,5013000000000000.0,4159000000000000.0,식품,농산물,4
27724,5013000000000000.0,4159000000000000.0,식품,농산물,4
27725,5013000000000000.0,1129000000000000.0,식품,농산물,6
27726,5013000000000000.0,1144000000000000.0,식품,농산물,4
27727,5013000000000000.0,1144000000000000.0,식품,농산물,3
27728,5013000000000000.0,1144000000000000.0,식품,농산물,3
27729,5013000000000000.0,1162000000000000.0,식품,농산물,3
27730,5013000000000000.0,1168000000000000.0,식품,농산물,5
27731,5013000000000000.0,2811000000000000.0,식품,농산물,3
27732,5013000000000000.0,2823700000000000.0,식품,농산물,3
27733,5013000000000000.0,4113100000000000.0,식품,농산물,3
27734,5013000000000000.0,4113300000000000.0,식품,농산물,5
27735,5013000000000000.0,4121000000000000.0,식품,농산물,3
27736,5013000000000000.0,4128500000000000.0,식품,농산물,5
27737,5013000000000000.0,4131000000000000.0,식품,농산물,3
27738,5013000000000000.0,4136000000000000.0,식품,농산물,3
27739,5013000000000000.0,4141000000000000.0,식품,농산물,3
27740,5013000000000000.0,4163000000000000.0,식품,농산물,4
27741,5013000000000000.0,4215000000000000.0,식품,농산물,10
27742,5013000000000000.0,4514000000000000.0,식품,농산물,3
27743,5013000000000000.0,4617000000000000.0,식품,농산물,4
27744,5013000000000000.0,4122000000000000.0,식품,농산물,3
27745,5013000000000000.0,4613000000000000.0,식품,농산물,3
27746,5013000000000000.0,4141000000000000.0,식품,농산물,4
27747,5013000000000000.0,2638000000000000.0,식품,농산물,3
27748,5013000000000000.0,4146300000000000.0,식품,농산물,3
27749,5013000000000000.0,4146500000000000.0,식품,농산물,3
27750,5013000000000000.0,4159000000000000.0,식품,농산물,3
27751,5013000000000000.0,4315000000000000.0,식품,농산물,3
27752,5013000000000000.0,1138000000000000.0,식품,농산물,3
27753,5013000000000000.0,2726000000000000.0,식품,농산물,4
27754,5013000000000000.0,2726000000000000.0,식품,농산물,4
27755,5013000000000000.0,2641000000000000.0,식품,농산물,3
27756,5013000000000000.0,4278000000000000.0,식품,농산물,3
27757,5013000000000000.0,4613000000000000.0,식품,농산물,3
27758,5013000000000000.0,2818500000000000.0,식품,음료,3
27759,5013000000000000.0,4482500000000000.0,식품,농산물,8
27760,5013000000000000.0,4511300000000000.0,식품,농산물,12
27761,5013000000000000.0,4571000000000000.0,식품,농산물,10
27762,5013000000000000.0,1150000000000000.0,식품,농산물,3
27763,5013000000000000.0,2620000000000000.0,식품,농산물,3
27764,5013000000000000.0,2817000000000000.0,식품,농산물,3
27765,5013000000000000.0,2818500000000000.0,식품,농산물,3
27766,5013000000000000.0,2824500000000000.0,식품,농산물,4
27767,5013000000000000.0,3017000000000000.0,식품,농산물,3
27768,5013000000000000.0,3611000000000000.0,식품,농산물,3
27769,5013000000000000.0,4111300000000000.0,식품,농산물,5
27770,5013000000000000.0,4113500000000000.0,식품,농산물,3
27771,5013000000000000.0,4119900000000000.0,식품,농산물,3
27772,5013000000000000.0,4127100000000000.0,식품,농산물,3
27773,5013000000000000.0,4146300000000000.0,식품,농산물,4
27774,5013000000000000.0,4148000000000000.0,식품,농산물,3
27775,5013000000000000.0,4213000000000000.0,식품,농산물,3
27776,5013000000000000.0,4315000000000000.0,식품,농산물,3
27777,5013000000000000.0,4373000000000000.0,식품,농산물,3
27778,5013000000000000.0,4480000000000000.0,식품,농산물,3
27779,5013000000000000.0,4514000000000000.0,식품,농산물,3
27780,5013000000000000.0,4785000000000000.0,식품,농산물,12
27781,5013000000000000.0,4119700000000000.0,식품,농산물,3
27782,5013000000000000.0,2729000000000000.0,식품,농산물,9
27783,5013000000000000.0,4677000000000000.0,식품,농산물,3
27784,5013000000000000.0,1120000000000000.0,식품,농산물,3
27785,5013000000000000.0,2915500000000000.0,식품,농산물,5
27786,5013000000000000.0,4128500000000000.0,식품,농산물,3
27787,5013000000000000.0,4887000000000000.0,식품,농산물,3
27788,5013000000000000.0,1171000000000000.0,식품,농산물,4
27789,5013000000000000.0,4161000000000000.0,식품,농산물,8
27790,5013000000000000.0,4161000000000000.0,식품,농산물,5
27791,5013000000000000.0,4427000000000000.0,식품,농산물,4
27792,5013000000000000.0,4511300000000000.0,식품,농산물,3
27793,5013000000000000.0,4127300000000000.0,식품,농산물,4
27794,5013000000000000.0,4311100000000000.0,식품,농산물,3
27795,5013000000000000.0,1168000000000000.0,식품,농산물,4
27796,5013000000000000.0,2729000000000000.0,식품,농산물,6
27797,5013000000000000.0,3023000000000000.0,식품,농산물,6
27798,5013000000000000.0,4817000000000000.0,식품,농산물,3
27799,5013000000000000.0,4119900000000000.0,식품,농산물,4
27800,5013000000000000.0,4127300000000000.0,식품,농산물,3
27801,5013000000000000.0,1168000000000000.0,식품,농산물,3
27802,5013000000000000.0,3017000000000000.0,식품,농산물,5
27803,5013000000000000.0,4678000000000000.0,식품,농산물,4
27804,5013000000000000.0,4145000000000000.0,식품,농산물,10
27805,5013000000000000.0,4833000000000000.0,식품,농산물,3
27806,5013000000000000.0,1153000000000000.0,식품,과자,3
27807,5013000000000000.0,2826000000000000.0,식품,농산물,3
27808,5013000000000000.0,1168000000000000.0,식품,농산물,3
27809,5013000000000000.0,2729000000000000.0,식품,농산물,3
27810,5013000000000000.0,2824500000000000.0,식품,농산물,3
27811,5013000000000000.0,3011000000000000.0,식품,농산물,4
27812,5013000000000000.0,4111700000000000.0,식품,농산물,3
27813,5013000000000000.0,4148000000000000.0,식품,농산물,5
27814,5013000000000000.0,4311100000000000.0,식품,농산물,3
27815,5013000000000000.0,4874000000000000.0,식품,농산물,3
27816,5013000000000000.0,4713000000000000.0,식품,농산물,3
27817,5013000000000000.0,4161000000000000.0,식품,농산물,8
27818,5013000000000000.0,4511300000000000.0,식품,농산물,4
27819,5013000000000000.0,1141000000000000.0,식품,농산물,3
27820,5013000000000000.0,4115000000000000.0,식품,농산물,3
27821,5013000000000000.0,4159000000000000.0,식품,농산물,3
27822,5013000000000000.0,4623000000000000.0,식품,농산물,5
27823,5013000000000000.0,4413100000000000.0,식품,농산물,3
27824,5013000000000000.0,1129000000000000.0,식품,농산물,3
27825,1117000000000000.0,5011000000000000.0,디지털/가전,기타디지털/가전,3
27826,1120000000000000.0,5011000000000000.0,여행/문화,문화컨텐츠,6
27827,1129000000000000.0,5013000000000000.0,패션의류,상의,4
27828,1147000000000000.0,5011000000000000.0,식품,농산물,4
27829,1153000000000000.0,5013000000000000.0,식품,가공식품,4
27830,2723000000000000.0,5013000000000000.0,식품,가공식품,5
27831,2811000000000000.0,5011000000000000.0,디지털/가전,기타디지털/가전,5
27832,2824500000000000.0,5011000000000000.0,생활/건강,건강용품,3
27833,2826000000000000.0,5011000000000000.0,식품,음료,6
27834,3011000000000000.0,5011000000000000.0,식품,가공식품,4
27835,3020000000000000.0,5011000000000000.0,식품,과자,3
27836,3023000000000000.0,5011000000000000.0,식품,냉동/간편조리식품,3
27837,3023000000000000.0,5013000000000000.0,식품,음료,4
27838,3117000000000000.0,5011000000000000.0,패션의류,기타패션의류,3
27839,3171000000000000.0,5011000000000000.0,식품,건강식품,3
27840,4113500000000000.0,5013000000000000.0,식품,음료,3
27841,4122000000000000.0,5011000000000000.0,패션의류,상의,3
27842,4128100000000000.0,5011000000000000.0,생활/건강,생활용품,7
27843,4128500000000000.0,5013000000000000.0,식품,음료,3
27844,4128500000000000.0,5011000000000000.0,생활/건강,건강용품,3
27845,4131000000000000.0,5011000000000000.0,패션의류,기타패션의류,3
27846,4136000000000000.0,5011000000000000.0,생활/건강,반려동물,4
27847,4136000000000000.0,5011000000000000.0,생활/건강,반려동물,6
27848,4136000000000000.0,5013000000000000.0,생활/건강,반려동물,6
27849,4136000000000000.0,5011000000000000.0,화장품/미용,스킨케어,3
27850,4137000000000000.0,5011000000000000.0,화장품/미용,스킨케어,3
27851,4141000000000000.0,5011000000000000.0,식품,가공식품,4
27852,4141000000000000.0,5011000000000000.0,화장품/미용,스킨케어,3
27853,4141000000000000.0,5011000000000000.0,식품,건강식품,3
27854,4141000000000000.0,5011000000000000.0,식품,가공식품,3
27855,4141000000000000.0,5013000000000000.0,화장품/미용,스킨케어,3
27856,4146100000000000.0,5011000000000000.0,생활/건강,문구/사무용품,6
27857,4146100000000000.0,5013000000000000.0,생활/건강,문구/사무용품,10
27858,4146100000000000.0,5011000000000000.0,생활/건강,반려동물,6
